,player,season,per,ts_pct,usg_pct,bpm,vorp,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
387,David Robinson,2000-01,23.7,0.559,22.8,5.2,4.3,0.7073170731707317,0.0,8.0,1240.0,0.006,80.0,29.6,14.4,8.6,1.5,1.0,2.5,0.486,0.0,0.747,12.1,0.246
388,Ray Allen,2000-01,22.9,0.61,24.4,5.5,5.9,0.6341463414634146,0.0,7.0,1240.0,0.006,82.0,38.2,22.0,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211
389,Vince Carter,2000-01,25.0,0.551,30.7,7.6,7.2,0.573170731707317,0.0,7.0,1240.0,0.006,75.0,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208
390,Paul Pierce,2000-01,22.3,0.563,30.6,4.4,5.0,0.43902439024390244,0.0,5.0,1240.0,0.004,82.0,38.0,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16
391,Jerry Stackhouse,2000-01,21.8,0.521,35.2,5.1,5.8,0.3902439024390244,0.0,3.0,1240.0,0.002,80.0,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137
392,Michael Finley,2000-01,18.2,0.521,24.9,1.9,3.4,0.6463414634146342,0.0,1.0,1240.0,0.001,82.0,42.0,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119
393,Anthony Mason,2000-01,17.4,0.555,20.0,1.9,3.2,0.6097560975609756,0.0,1.0,1240.0,0.001,80.0,40.7,16.1,9.6,3.1,1.0,0.3,0.482,0.0,0.781,11.6,0.171
394,John Stockton,2000-01,22.3,0.61,18.8,6.7,5.3,0.6463414634146342,0.0,1.0,1240.0,0.001,82.0,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216
395,Tim Duncan,2001-02,27.0,0.576,29.0,7.6,8.0,0.7073170731707317,57.0,954.0,1260.0,0.757,82.0,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257
396,Jason Kidd,2001-02,19.1,0.484,22.5,4.5,5.0,0.6341463414634146,45.0,897.0,1260.0,0.712,82.0,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14
397,Shaquille O'Neal,2001-02,29.7,0.59,31.8,8.0,6.1,0.7073170731707317,15.0,696.0,1260.0,0.552,67.0,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262
398,Tracy McGrady,2001-02,25.1,0.532,31.1,6.8,6.4,0.5365853658536586,7.0,390.0,1260.0,0.31,76.0,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189
399,Kobe Bryant,2001-02,23.2,0.544,30.4,4.6,5.2,0.7073170731707317,1.0,98.0,1260.0,0.078,80.0,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199
400,Gary Payton,2001-02,22.9,0.526,27.2,5.1,5.9,0.5487804878048781,1.0,54.0,1260.0,0.043,82.0,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183
401,Chris Webber,2001-02,24.4,0.54,29.0,5.4,3.9,0.7439024390243902,0.0,37.0,1260.0,0.029,54.0,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2
402,Dirk Nowitzki,2001-02,24.1,0.599,25.5,5.5,5.5,0.6951219512195121,0.0,31.0,1260.0,0.025,76.0,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222
403,Allen Iverson,2001-02,21.9,0.489,37.8,4.8,4.5,0.524390243902439,0.0,29.0,1260.0,0.023,60.0,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126
404,Ben Wallace,2001-02,18.6,0.522,10.5,4.5,4.8,0.6097560975609756,0.0,24.0,1260.0,0.019,80.0,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19
405,Paul Pierce,2001-02,22.3,0.57,29.3,5.9,6.6,0.5975609756097561,0.0,22.0,1260.0,0.017,82.0,40.3,26.1,6.9,3.2,1.9,1.0,0.442,0.404,0.809,12.9,0.187
406,Kevin Garnett,2001-02,23.8,0.536,26.0,6.8,7.1,0.6097560975609756,0.0,17.0,1260.0,0.013,81.0,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194
407,Michael Jordan,2001-02,20.7,0.468,36.0,3.1,2.7,0.45121951219512196,0.0,16.0,1260.0,0.013,60.0,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075
408,Steve Nash,2001-02,20.7,0.602,23.0,3.1,3.6,0.6951219512195121,0.0,5.0,1260.0,0.004,82.0,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167
409,Jerry Stackhouse,2001-02,19.0,0.518,32.3,1.5,2.4,0.6097560975609756,0.0,3.0,1260.0,0.002,76.0,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104
410,Mike Bibby,2001-02,14.9,0.513,19.7,0.4,1.6,0.7439024390243902,0.0,1.0,1260.0,0.001,80.0,33.2,13.7,2.8,5.0,1.1,0.2,0.453,0.37,0.803,6.3,0.113
411,Elton Brand,2001-02,23.6,0.586,21.1,4.3,4.8,0.47560975609756095,0.0,1.0,1260.0,0.001,80.0,37.8,18.2,11.6,2.4,1.0,2.0,0.527,0.0,0.742,13.6,0.216
412,Peja Stojaković,2001-02,19.3,0.592,23.2,3.0,3.3,0.7439024390243902,0.0,1.0,1260.0,0.001,71.0,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179
413,Tim Duncan,2002-03,26.9,0.564,28.0,7.6,7.7,0.7317073170731707,60.0,962.0,1190.0,0.808,81.0,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248
414,Kevin Garnett,2002-03,26.4,0.553,26.4,8.4,8.7,0.6219512195121951,43.0,871.0,1190.0,0.732,82.0,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225
415,Kobe Bryant,2002-03,26.2,0.55,32.9,7.1,7.7,0.6097560975609756,8.0,496.0,1190.0,0.417,82.0,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21
416,Tracy McGrady,2002-03,30.3,0.564,35.2,10.5,9.3,0.5121951219512195,4.0,427.0,1190.0,0.359,75.0,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262
417,Shaquille O'Neal,2002-03,29.5,0.602,30.2,6.5,5.5,0.6097560975609756,3.0,126.0,1190.0,0.106,67.0,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0.0,0.622,13.2,0.25
418,Allen Iverson,2002-03,21.2,0.5,32.9,3.5,4.8,0.5853658536585366,0.0,83.0,1190.0,0.07,82.0,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127
419,Dirk Nowitzki,2002-03,25.6,0.581,27.4,7.2,7.3,0.7317073170731707,0.0,43.0,1190.0,0.036,80.0,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.881,16.1,0.249
420,Ben Wallace,2002-03,17.2,0.486,10.2,3.9,4.3,0.6097560975609756,1.0,33.0,1190.0,0.028,73.0,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176
421,Jason Kidd,2002-03,22.2,0.526,25.9,6.6,6.5,0.5975609756097561,0.0,31.0,1190.0,0.026,80.0,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182
422,Chris Webber,2002-03,20.9,0.485,30.4,3.5,3.6,0.7195121951219512,0.0,19.0,1190.0,0.016,67.0,39.1,23.0,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127
423,Jamal Mashburn,2002-03,18.0,0.507,27.1,2.2,3.5,0.573170731707317,0.0,1.0,1190.0,0.001,82.0,40.5,21.6,6.1,5.6,1.0,0.2,0.422,0.389,0.848,9.0,0.13
424,Steve Nash,2002-03,22.6,0.576,24.4,4.6,4.5,0.7317073170731707,0.0,1.0,1190.0,0.001,82.0,33.1,17.7,2.9,7.3,1.0,0.1,0.465,0.413,0.909,11.6,0.206
425,Paul Pierce,2002-03,22.7,0.532,33.2,4.9,5.4,0.5365853658536586,0.0,1.0,1190.0,0.001,79.0,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157
426,Kevin Garnett,2003-04,29.4,0.547,29.6,10.2,10.0,0.7073170731707317,120.0,1219.0,1230.0,0.991,82.0,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272
427,Tim Duncan,2003-04,27.1,0.534,29.7,8.5,6.7,0.6951219512195121,0.0,716.0,1230.0,0.582,69.0,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249
428,Jermaine O'Neal,2003-04,21.1,0.489,30.2,2.4,3.1,0.7439024390243902,2.0,523.0,1230.0,0.425,78.0,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0,0.155
429,Peja Stojaković,2003-04,21.8,0.624,23.9,3.9,4.9,0.6707317073170732,1.0,281.0,1230.0,0.228,81.0,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198
430,Kobe Bryant,2003-04,23.7,0.551,29.1,5.6,4.7,0.6829268292682927,0.0,212.0,1230.0,0.172,65.0,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21
431,Shaquille O'Neal,2003-04,24.4,0.578,26.3,4.8,4.1,0.6829268292682927,0.0,178.0,1230.0,0.145,67.0,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0.0,0.49,9.9,0.192
432,Ben Wallace,2003-04,17.3,0.441,15.3,3.5,4.3,0.6585365853658537,0.0,24.0,1230.0,0.02,81.0,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16
433,Jason Kidd,2003-04,19.7,0.485,24.6,4.7,4.2,0.573170731707317,0.0,17.0,1230.0,0.014,67.0,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141
434,LeBron James,2003-04,18.3,0.488,28.2,1.7,2.9,0.4268292682926829,0.0,11.0,1230.0,0.009,79.0,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078
435,Sam Cassell,2003-04,22.8,0.566,27.2,4.4,4.6,0.7073170731707317,0.0,4.0,1230.0,0.003,81.0,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205
436,Baron Davis,2003-04,20.7,0.492,30.1,5.2,4.8,0.5,0.0,4.0,1230.0,0.003,67.0,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133
437,Dirk Nowitzki,2003-04,22.5,0.561,24.5,3.8,4.3,0.6341463414634146,0.0,4.0,1230.0,0.003,77.0,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19
438,Andrei Kirilenko,2003-04,22.6,0.559,21.9,7.9,7.2,0.5121951219512195,0.0,2.0,1230.0,0.002,78.0,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192
439,Carmelo Anthony,2003-04,17.6,0.509,28.5,0.0,1.5,0.524390243902439,0.0,1.0,1230.0,0.001,82.0,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098
440,Yao Ming,2003-04,21.9,0.586,25.3,2.8,3.2,0.5487804878048781,0.0,1.0,1230.0,0.001,82.0,32.8,17.5,9.0,1.5,0.3,1.9,0.522,0.0,0.809,11.4,0.202
441,Michael Redd,2003-04,19.9,0.544,26.3,2.5,3.5,0.5,0.0,1.0,1230.0,0.001,82.0,36.8,21.7,5.0,2.3,1.0,0.1,0.44,0.35,0.868,9.7,0.154
442,Steve Nash,2004-05,22.0,0.606,20.5,4.7,4.4,0.7560975609756098,65.0,1066.0,1270.0,0.839,75.0,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203
443,Shaquille O'Neal,2004-05,27.0,0.583,30.5,5.3,4.6,0.7195121951219512,58.0,1032.0,1270.0,0.813,73.0,34.1,22.9,10.4,2.7,0.5,2.3,0.601,0.0,0.461,11.0,0.211
444,Dirk Nowitzki,2004-05,26.1,0.578,28.7,7.3,7.1,0.7073170731707317,0.0,349.0,1270.0,0.275,78.0,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248
445,Tim Duncan,2004-05,27.0,0.54,28.9,7.6,5.4,0.7195121951219512,1.0,328.0,1270.0,0.258,66.0,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245
446,Allen Iverson,2004-05,23.2,0.532,35.0,4.2,5.0,0.524390243902439,2.0,240.0,1270.0,0.189,75.0,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136
447,LeBron James,2004-05,25.7,0.554,29.7,8.6,9.1,0.5121951219512195,0.0,93.0,1270.0,0.073,80.0,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203
448,Tracy McGrady,2004-05,22.9,0.526,31.2,6.7,6.9,0.6219512195121951,0.0,44.0,1270.0,0.035,78.0,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12.0,0.18
449,Dwyane Wade,2004-05,23.1,0.561,30.9,4.6,4.9,0.7195121951219512,0.0,43.0,1270.0,0.034,77.0,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177
450,Amar'e Stoudemire,2004-05,26.6,0.617,28.3,4.4,4.7,0.7560975609756098,1.0,41.0,1270.0,0.032,80.0,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,14.6,0.243
451,Ray Allen,2004-05,20.9,0.555,28.0,4.1,4.8,0.6341463414634146,0.0,41.0,1270.0,0.032,78.0,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168
452,Kevin Garnett,2004-05,28.2,0.567,27.1,9.5,9.1,0.5365853658536586,0.0,15.0,1270.0,0.012,82.0,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248
453,Gilbert Arenas,2004-05,21.3,0.565,27.3,4.2,5.2,0.5487804878048781,0.0,4.0,1270.0,0.003,80.0,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169
454,Vince Carter,2004-05,24.5,0.556,32.9,7.0,5.1,0.0,0.0,3.0,1270.0,0.002,77.0,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159
455,P.J. Brown,2004-05,15.5,0.512,15.9,0.2,1.5,0.21951219512195122,0.0,1.0,1270.0,0.001,82.0,34.4,10.8,9.0,2.2,0.9,0.6,0.446,0.0,0.864,6.9,0.118
456,Marcus Camby,2004-05,18.0,0.505,17.2,3.1,2.6,0.5975609756097561,0.0,1.0,1270.0,0.001,66.0,30.5,10.3,10.0,2.3,0.9,3.0,0.465,0.0,0.723,5.8,0.138
457,Shawn Marion,2004-05,21.7,0.556,21.3,4.4,5.1,0.7560975609756098,0.0,1.0,1270.0,0.001,81.0,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,12.5,0.191
458,Steve Nash,2005-06,23.3,0.632,23.3,5.0,4.9,0.6585365853658537,57.0,924.0,1250.0,0.739,79.0,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212
459,LeBron James,2005-06,28.1,0.568,33.6,9.1,9.4,0.6097560975609756,16.0,688.0,1250.0,0.55,79.0,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232
460,Dirk Nowitzki,2005-06,28.1,0.589,30.0,8.1,7.9,0.7317073170731707,14.0,544.0,1250.0,0.435,81.0,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,17.7,0.275
461,Kobe Bryant,2005-06,28.0,0.559,38.7,7.6,8.0,0.5487804878048781,22.0,483.0,1250.0,0.386,80.0,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224
462,Chauncey Billups,2005-06,23.4,0.602,22.9,6.2,6.1,0.7804878048780488,15.0,430.0,1250.0,0.344,81.0,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254
463,Dwyane Wade,2005-06,27.6,0.577,32.5,7.7,7.1,0.6341463414634146,0.0,87.0,1250.0,0.07,75.0,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239
464,Elton Brand,2005-06,26.5,0.58,27.7,6.7,6.8,0.573170731707317,1.0,50.0,1250.0,0.04,79.0,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229
465,Tim Duncan,2005-06,23.1,0.523,27.7,5.0,4.9,0.7682926829268293,0.0,33.0,1250.0,0.026,80.0,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187
466,Tony Parker,2005-06,20.8,0.584,27.1,2.8,3.3,0.7682926829268293,0.0,9.0,1250.0,0.007,80.0,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169
467,Allen Iverson,2005-06,25.9,0.543,35.8,4.8,5.3,0.4634146341463415,0.0,1.0,1250.0,0.001,72.0,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165
468,Shawn Marion,2005-06,23.6,0.591,22.3,4.8,5.6,0.6585365853658537,0.0,1.0,1250.0,0.001,81.0,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214
469,Dirk Nowitzki,2006-07,27.6,0.605,28.9,8.3,7.4,0.8170731707317073,83.0,1138.0,1290.0,0.882,78.0,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278
470,Steve Nash,2006-07,23.8,0.654,22.9,5.9,5.3,0.7439024390243902,44.0,1013.0,1290.0,0.785,76.0,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225
471,Kobe Bryant,2006-07,26.1,0.58,33.6,5.9,6.1,0.5121951219512195,2.0,521.0,1290.0,0.404,77.0,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199
472,Tim Duncan,2006-07,26.1,0.579,27.9,7.0,6.2,0.7073170731707317,0.0,286.0,1290.0,0.222,80.0,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23
473,LeBron James,2006-07,24.5,0.552,31.0,8.1,8.1,0.6097560975609756,0.0,183.0,1290.0,0.142,78.0,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,13.7,0.206
474,Tracy McGrady,2006-07,23.2,0.515,35.0,6.1,5.2,0.6341463414634146,0.0,110.0,1290.0,0.085,71.0,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163
475,Chris Bosh,2006-07,22.6,0.577,26.7,2.7,3.1,0.573170731707317,0.0,43.0,1290.0,0.033,69.0,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174
476,Gilbert Arenas,2006-07,24.0,0.565,31.4,4.7,5.0,0.5,0.0,31.0,1290.0,0.024,74.0,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177
477,Carlos Boozer,2006-07,24.1,0.588,26.5,4.6,4.3,0.6219512195121951,0.0,7.0,1290.0,0.005,74.0,34.6,20.9,11.7,3.0,0.9,0.3,0.561,0.0,0.685,9.9,0.185
478,Kevin Garnett,2006-07,24.1,0.546,27.4,5.4,5.5,0.3902439024390244,0.0,7.0,1290.0,0.005,76.0,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171
479,Chauncey Billups,2006-07,21.3,0.591,21.5,4.7,4.3,0.6463414634146342,0.0,4.0,1290.0,0.003,70.0,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216
480,Shaquille O'Neal,2006-07,21.7,0.567,29.4,1.7,1.1,0.5365853658536586,0.0,3.0,1290.0,0.002,40.0,28.4,17.3,7.4,2.0,0.2,1.4,0.591,0.0,0.422,2.8,0.119
481,Dwyane Wade,2006-07,28.9,0.583,34.7,8.2,4.9,0.5365853658536586,0.0,3.0,1290.0,0.002,51.0,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219
482,Amar'e Stoudemire,2006-07,23.1,0.637,25.8,1.8,2.6,0.7439024390243902,0.0,2.0,1290.0,0.002,82.0,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201
483,Carmelo Anthony,2006-07,22.1,0.552,33.4,1.9,2.5,0.5487804878048781,0.0,1.0,1290.0,0.001,65.0,38.2,28.9,6.0,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14
484,Baron Davis,2006-07,21.0,0.53,26.5,3.6,3.2,0.5121951219512195,0.0,1.0,1290.0,0.001,63.0,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139
485,Tony Parker,2006-07,21.4,0.572,27.4,3.1,3.2,0.7073170731707317,0.0,1.0,1290.0,0.001,77.0,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185
486,Kobe Bryant,2007-08,24.2,0.576,31.4,5.8,6.3,0.6951219512195121,82.0,1100.0,1260.0,0.873,82.0,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208
487,Chris Paul,2007-08,28.3,0.576,25.7,10.4,9.3,0.6829268292682927,28.0,894.0,1260.0,0.71,80.0,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284
488,Kevin Garnett,2007-08,25.3,0.588,25.5,8.2,6.0,0.8048780487804879,15.0,670.0,1260.0,0.532,71.0,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265
489,LeBron James,2007-08,29.1,0.568,33.5,10.9,9.8,0.5487804878048781,1.0,438.0,1260.0,0.348,75.0,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242
490,Dwight Howard,2007-08,22.9,0.619,24.2,2.8,3.7,0.6341463414634146,0.0,60.0,1260.0,0.048,82.0,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2
491,Amar'e Stoudemire,2007-08,27.6,0.656,28.2,4.8,4.6,0.6707317073170732,0.0,27.0,1260.0,0.021,79.0,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262
492,Tim Duncan,2007-08,24.4,0.546,28.2,5.2,4.8,0.6829268292682927,0.0,25.0,1260.0,0.02,78.0,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201
493,Tracy McGrady,2007-08,18.4,0.487,30.4,2.9,3.1,0.6707317073170732,0.0,19.0,1260.0,0.015,66.0,37.0,21.6,5.1,5.9,1.0,0.5,0.419,0.292,0.684,5.8,0.115
494,Steve Nash,2007-08,21.1,0.641,22.0,3.9,4.2,0.6707317073170732,0.0,18.0,1260.0,0.014,81.0,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181
495,Manu Ginóbili,2007-08,24.3,0.612,28.7,8.3,6.0,0.6829268292682927,0.0,9.0,1260.0,0.007,74.0,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232
496,Dirk Nowitzki,2007-08,24.6,0.585,28.8,6.6,6.0,0.6219512195121951,0.0,5.0,1260.0,0.004,77.0,36.0,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223
497,Deron Williams,2007-08,20.8,0.595,23.1,3.8,4.5,0.6585365853658537,0.0,4.0,1260.0,0.003,82.0,37.3,18.8,3.0,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177
498,Carmelo Anthony,2007-08,21.1,0.568,30.2,1.6,2.5,0.6097560975609756,0.0,3.0,1260.0,0.002,77.0,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14
499,Carlos Boozer,2007-08,21.9,0.581,26.6,2.8,3.5,0.6585365853658537,0.0,1.0,1260.0,0.001,81.0,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0.0,0.738,10.2,0.173
500,Antawn Jamison,2007-08,20.3,0.525,25.9,1.7,2.9,0.524390243902439,0.0,1.0,1260.0,0.001,79.0,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144
501,Paul Pierce,2007-08,19.6,0.599,24.8,4.8,5.0,0.8048780487804879,0.0,1.0,1260.0,0.001,80.0,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207
502,Rasheed Wallace,2007-08,17.2,0.523,20.5,4.1,3.6,0.7195121951219512,0.0,1.0,1260.0,0.001,77.0,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155
503,LeBron James,2008-09,31.7,0.591,33.8,13.2,11.8,0.8048780487804879,109.0,1172.0,1210.0,0.969,81.0,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318
504,Kobe Bryant,2008-09,24.4,0.561,32.2,5.9,5.9,0.7926829268292683,2.0,698.0,1210.0,0.577,82.0,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206
505,Dwyane Wade,2008-09,30.4,0.574,36.2,10.6,9.6,0.524390243902439,7.0,680.0,1210.0,0.562,79.0,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232
506,Dwight Howard,2008-09,25.4,0.6,26.1,4.5,4.7,0.7195121951219512,1.0,328.0,1210.0,0.271,79.0,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234
507,Chris Paul,2008-09,30.0,0.599,27.5,11.0,9.9,0.5975609756097561,2.0,192.0,1210.0,0.159,78.0,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292
508,Chauncey Billups,2008-09,18.8,0.595,21.8,3.4,3.7,0.0,0.0,33.0,1210.0,0.027,79.0,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174
509,Paul Pierce,2008-09,17.7,0.582,25.4,3.1,3.9,0.7560975609756098,0.0,21.0,1210.0,0.017,81.0,37.5,20.5,5.6,3.6,1.0,0.3,0.457,0.391,0.83,10.3,0.164
510,Tony Parker,2008-09,23.4,0.556,31.7,3.6,3.5,0.6585365853658537,0.0,9.0,1210.0,0.007,72.0,34.1,22.0,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168
511,Brandon Roy,2008-09,24.0,0.573,27.4,6.2,6.0,0.6585365853658537,0.0,7.0,1210.0,0.006,78.0,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223
512,Dirk Nowitzki,2008-09,23.1,0.564,30.3,3.4,4.2,0.6097560975609756,0.0,3.0,1210.0,0.002,81.0,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171
